2008	177462
4008	386122
6008	608626
8008	836107
10008	1072325
12008	1311569
14008	1554301
16008	1798623
18008	2049274
20008	2303177
22008	2557958
24008	2814500
26008	3072657
28008	3331841
30008	3591429
32008	3853060
34008	4117348
36008	4385766
38008	4653899
40008	4924713
42008	5196480
44008	5467251
46008	5740801
48008	6014676
50008	6288079
52008	6562378
54008	6837037
56008	7111222
58008	7387693
60008	7663595
62008	7940634
64008	8217685
66008	8495189
68008	8778345
70008	9061828
72008	9345839
74008	9630651
76008	9915096
78008	10201427
80008	10486895
82008	10774657
84008	11061562
86008	11348952
88008	11637707
90008	11926862
92008	12215185
94008	12503210
96008	12793270
98008	13085520
100008	13374389
102008	13664418
104008	13956011
106008	14245607
108008	14535523
110008	14828534
112008	15120232
114008	15410443
116008	15702317
118008	15992224
120008	16285580
122008	16577889
124008	16871756
126008	17162573
128008	17455138
130008	17749185
132008	18044536
134008	18344139
136008	18642821
138008	18942720
140008	19241444
142008	19542006
144008	19840415
146008	20140578
148008	20442384
150008	20743833
152008	21045126
154008	21348497
156008	21647795
158008	21951478
160008	22255853
162008	22556455
164008	22860808
166008	23164261
168008	23467001
170008	23770997
172008	24075290
174008	24375780
176008	24681238
178008	24987844
180008	25292576
182008	25596222
184008	25900229
186008	26206013
188008	26511044
190008	26815903
192008	27119152
194008	27428945
196008	27733894
198008	28040222
200008	28346395
